amd,rcm,padding,matrix_name,partial_gauss,r2mode6,_timestamp,n,rank,z,_runtime,_step,tile_size,max_mode_size,run_id,run_name
False,True,7,ex15,7,3.4415603664557075e+17,1718177678.0362852,6867.0,453.0,98624.0,4.674560070037842,5.0,109.0,109.0,ttgrq3rk,classic-sweep-319
False,True,7,ex15,7,-368956999.0,1718177678.1609242,6867.0,77.0,98624.0,4.799199104309082,6.0,327.0,327.0,ttgrq3rk,classic-sweep-319
False,True,7,ex15,7,1375216801.0,1718177678.318137,6867.0,27.0,98624.0,4.956411838531494,7.0,763.0,763.0,ttgrq3rk,classic-sweep-319
False,True,7,ex15,7,865404129.0,1718177678.50625,6867.0,21.0,98624.0,5.144524812698364,8.0,981.0,981.0,ttgrq3rk,classic-sweep-319
False,True,7,ex15,7,-276588815.0,1718177678.7005208,6867.0,9.0,98624.0,5.3387956619262695,9.0,2289.0,2289.0,ttgrq3rk,classic-sweep-319
False,True,7,ex15,7,1805667961.0,1718177678.9075658,6867.0,1.0,98624.0,5.545840740203857,10.0,6867.0,6867.0,ttgrq3rk,classic-sweep-319
False,False,7,ex15,6,2.414962385947529e+21,1718177662.4860551,6868.0,47697.0,98615.0,3.6210460662841797,0.0,2.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,2.8085992699554765e+20,1718177663.3053172,6868.0,16266.0,98615.0,4.440308094024658,1.0,4.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,8.310433201105711e+18,1718177663.5162265,6868.0,2798.0,98615.0,4.651217460632324,2.0,17.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,1.0700292961282176e+18,1718177663.7265918,6868.0,1004.0,98615.0,4.8615827560424805,3.0,34.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,9.61747871646012e+16,1718177663.882266,6868.0,301.0,98615.0,5.01725697517395,4.0,68.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,4.33142682251232e+16,1718177664.025094,6868.0,202.0,98615.0,5.160084962844849,5.0,101.0,101.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,-1089936384.0,1718177664.1417978,6868.0,100.0,98615.0,5.276788711547852,6.0,202.0,202.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,197824512.0,1718177664.2563713,6868.0,49.0,98615.0,5.391362190246582,7.0,404.0,404.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,-1277834748.0,1718177664.4573178,6868.0,10.0,98615.0,5.592308759689331,8.0,1717.0,1717.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,315270144.0,1718177664.667913,6868.0,4.0,98615.0,5.802903890609741,9.0,3434.0,3434.0,xvmtg4by,driven-sweep-318
False,False,7,ex15,6,1261080576.0,1718177664.8795154,6868.0,1.0,98615.0,6.0145063400268555,10.0,6868.0,6868.0,xvmtg4by,driven-sweep-318
False,True,7,ex15,6,6.712955272570878e+21,1718177646.758765,6868.0,79523.0,98615.0,3.825594902038574,0.0,2.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,2.1696878488520255e+21,1718177647.6678636,6868.0,45210.0,98615.0,4.73469352722168,1.0,4.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,7.203968711936325e+19,1718177647.9029906,6868.0,8238.0,98615.0,4.969820499420166,2.0,17.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,1.3107858877570666e+19,1718177648.139808,6868.0,3514.0,98615.0,5.206637859344482,3.0,34.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,1.6825954218347837e+18,1718177648.3150105,6868.0,1259.0,98615.0,5.381840467453003,4.0,68.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,4.13330470160415e+17,1718177648.466882,6868.0,624.0,98615.0,5.533711910247803,5.0,101.0,101.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,-64778240.0,1718177648.5925863,6868.0,200.0,98615.0,5.659416198730469,6.0,202.0,202.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,1793560576.0,1718177648.7281103,6868.0,57.0,98615.0,5.794940233230591,7.0,404.0,404.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,1252294416.0,1718177648.9593976,6868.0,12.0,98615.0,6.0262274742126465,8.0,1717.0,1717.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,315270144.0,1718177649.1700435,6868.0,4.0,98615.0,6.236873388290405,9.0,3434.0,3434.0,vbgf55h5,restful-sweep-317
False,True,7,ex15,6,1261080576.0,1718177649.3653455,6868.0,1.0,98615.0,6.432175397872925,10.0,6868.0,6868.0,vbgf55h5,restful-sweep-317
False,False,7,ex15,5,1.0504154435289729e+23,1718177633.9898934,6869.0,1.0,98620.0,2.1071674823760986,0.0,6869.0,6869.0,m2214ss0,vocal-sweep-316
False,True,7,ex15,5,1.0504154435289729e+23,1718177624.596838,6869.0,1.0,98620.0,2.1145529747009277,0.0,6869.0,6869.0,o063eh5c,noble-sweep-315
False,False,7,ex15,4,3.282704021225088e+23,1718177610.5648887,6870.0,47710.0,98637.0,3.7151308059692383,0.0,2.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,1.5957389215503775e+23,1718177611.6575315,6870.0,33264.0,98637.0,4.807773590087891,1.0,3.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,2.425637368261589e+22,1718177612.3560243,6870.0,12969.0,98637.0,5.506266355514526,2.0,5.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,2.176168449774867e+22,1718177612.9380772,6870.0,12284.0,98637.0,6.088319301605225,3.0,6.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,3.8831148470010223e+21,1718177613.29021,6870.0,5189.0,98637.0,6.4404520988464355,4.0,10.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,2.3654999350967895e+21,1718177613.532704,6870.0,4050.0,98637.0,6.68294620513916,5.0,15.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,3.6505075697068966e+20,1718177613.760248,6870.0,1591.0,98637.0,6.910490036010742,6.0,30.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,1.116807285315625e+18,1718177613.8781621,6870.0,88.0,98637.0,7.028404235839844,7.0,229.0,229.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,-1382444992.0,1718177613.9973714,6870.0,43.0,98637.0,7.147613525390625,8.0,458.0,458.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,1372393744.0,1718177614.137099,6870.0,28.0,98637.0,7.287341117858887,9.0,687.0,687.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,1827574016.0,1718177614.3345997,6870.0,16.0,98637.0,7.484841823577881,10.0,1145.0,1145.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,-788356544.0,1718177614.5358725,6870.0,13.0,98637.0,7.686114549636841,11.0,1374.0,1374.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,912945216.0,1718177614.740865,6870.0,7.0,98637.0,7.891107082366943,12.0,2290.0,2290.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,590720656.0,1718177614.9541504,6870.0,4.0,98637.0,8.104392528533936,13.0,3435.0,3435.0,5fx543fe,chocolate-sweep-314
False,False,7,ex15,4,-1932084672.0,1718177615.1617193,6870.0,1.0,98637.0,8.31196141242981,14.0,6870.0,6870.0,5fx543fe,chocolate-sweep-314
False,True,7,ex15,4,9.165316654608767e+23,1718177594.6749313,6870.0,79720.0,98637.0,4.0187742710113525,0.0,2.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,5.0706506395045264e+23,1718177595.9426599,6870.0,59296.0,98637.0,5.286502838134766,1.0,3.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,1.7108614369843058e+23,1718177596.7524884,6870.0,34443.0,98637.0,6.096331357955933,2.0,5.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,1.3278791550360177e+23,1718177597.4030206,6870.0,30344.0,98637.0,6.746863603591919,3.0,6.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,3.0216909150349903e+22,1718177597.8205788,6870.0,14475.0,98637.0,7.164421796798706,4.0,10.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,1.3850487045675702e+22,1718177598.1218169,6870.0,9800.0,98637.0,7.465659856796265,5.0,15.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,2.790749258317021e+21,1718177598.3579974,6870.0,4399.0,98637.0,7.701840400695801,6.0,30.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,3.6919249101342976e+18,1718177598.4813063,6870.0,160.0,98637.0,7.825149297714233,7.0,229.0,229.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,-1730991040.0,1718177598.6049676,6870.0,51.0,98637.0,7.948810577392578,8.0,458.0,458.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,-837057536.0,1718177598.7567508,6870.0,32.0,98637.0,8.10059380531311,9.0,687.0,687.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,970846084.0,1718177598.9664257,6870.0,18.0,98637.0,8.310268640518188,10.0,1145.0,1145.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,576909376.0,1718177599.1742291,6870.0,15.0,98637.0,8.518072128295898,11.0,1374.0,1374.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,-1646331840.0,1718177599.3877578,6870.0,9.0,98637.0,8.731600761413574,12.0,2290.0,2290.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,590720656.0,1718177599.6044436,6870.0,4.0,98637.0,8.948286533355713,13.0,3435.0,3435.0,datwg0ww,spring-sweep-313
False,True,7,ex15,4,-1932084672.0,1718177599.847911,6870.0,1.0,98637.0,9.19175386428833,14.0,6870.0,6870.0,datwg0ww,spring-sweep-313
False,False,6,ex15,7,3.724287154046937e+30,1718177580.079038,6866.0,47698.0,98624.0,4.032871961593628,0.0,2.0,3433.0,is7pl7w5,feasible-sweep-312
False,False,6,ex15,7,2.6191646658741037e+22,1718177580.2742643,6866.0,4.0,98624.0,4.228098392486572,1.0,3433.0,3433.0,is7pl7w5,feasible-sweep-312
False,False,6,ex15,7,-1721988032.0,1718177580.4758594,6866.0,1.0,98624.0,4.4296934604644775,2.0,6866.0,6866.0,is7pl7w5,feasible-sweep-312
False,True,6,ex15,7,1.0098264283934963e+31,1718177568.7462645,6866.0,78542.0,98624.0,3.80696439743042,0.0,2.0,3433.0,ja2efbad,faithful-sweep-311
False,True,6,ex15,7,2.6191646658741037e+22,1718177568.9497983,6866.0,4.0,98624.0,4.010498285293579,1.0,3433.0,3433.0,ja2efbad,faithful-sweep-311
False,True,6,ex15,7,-1721988032.0,1718177569.1571484,6866.0,1.0,98624.0,4.217848300933838,2.0,6866.0,6866.0,ja2efbad,faithful-sweep-311
False,False,6,ex15,6,6.583539820210853e+20,1718177552.69831,6867.0,19813.0,98615.0,3.2642059326171875,0.0,3.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,1.2902005112814702e+20,1718177553.249401,6867.0,8771.0,98615.0,3.8152971267700195,1.0,7.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,7.802882851809291e+19,1718177553.6348386,6867.0,6821.0,98615.0,4.200734615325928,2.0,9.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,1.4309422326822126e+19,1718177553.9132416,6867.0,2921.0,98615.0,4.479137659072876,3.0,21.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,4.8723280130163814e+17,1718177554.0795639,6867.0,539.0,98615.0,4.645459890365601,4.0,63.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,5.864651377599893e+16,1718177554.2216382,6867.0,187.0,98615.0,4.787534236907959,5.0,109.0,109.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,1866307353.0,1718177554.3408937,6867.0,61.0,98615.0,4.906789779663086,6.0,327.0,327.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,-1513428743.0,1718177554.4941976,6867.0,25.0,98615.0,5.060093641281128,7.0,763.0,763.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,1643373585.0,1718177554.6878614,6867.0,19.0,98615.0,5.253757476806641,8.0,981.0,981.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,-1333853487.0,1718177554.886098,6867.0,7.0,98615.0,5.451993942260742,9.0,2289.0,2289.0,04ig0vaf,logical-sweep-310
False,False,6,ex15,6,1805667961.0,1718177555.0984755,6867.0,1.0,98615.0,5.664371490478516,10.0,6867.0,6867.0,04ig0vaf,logical-sweep-310
False,True,6,ex15,6,5.953130552328659e+21,1718177537.7149618,6867.0,59579.0,98615.0,3.994703769683838,0.0,3.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,9.245239780036911e+20,1718177538.2573967,6867.0,23479.0,98615.0,4.5371387004852295,1.0,7.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,6.664866697961817e+20,1718177538.6881812,6867.0,19935.0,98615.0,4.967923164367676,2.0,9.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,6.616321106588397e+19,1718177538.9985912,6867.0,6281.0,98615.0,5.2783331871032715,3.0,21.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,3.728329391508521e+18,1718177539.181218,6867.0,1491.0,98615.0,5.4609599113464355,4.0,63.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,4.8362368186310835e+17,1718177539.3432176,6867.0,537.0,98615.0,5.622959613800049,5.0,109.0,109.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,-368956999.0,1718177539.4851675,6867.0,77.0,98615.0,5.764909505844116,6.0,327.0,327.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,1375216801.0,1718177539.6780915,6867.0,27.0,98615.0,5.957833528518677,7.0,763.0,763.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,865404129.0,1718177539.8802814,6867.0,21.0,98615.0,6.16002345085144,8.0,981.0,981.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,-276588815.0,1718177540.0902467,6867.0,9.0,98615.0,6.369988679885864,9.0,2289.0,2289.0,z57faco4,dutiful-sweep-309
False,True,6,ex15,6,1805667961.0,1718177540.3060281,6867.0,1.0,98615.0,6.585770130157471,10.0,6867.0,6867.0,z57faco4,dutiful-sweep-309
False,False,6,ex15,5,2.415164915500102e+21,1718177521.3566797,6868.0,47699.0,98620.0,3.458474636077881,0.0,2.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,2.8085992699554765e+20,1718177522.195265,6868.0,16266.0,98620.0,4.297060012817383,1.0,4.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,8.310433201105711e+18,1718177522.415059,6868.0,2798.0,98620.0,4.5168540477752686,2.0,17.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,1.0700292961282176e+18,1718177522.6359684,6868.0,1004.0,98620.0,4.737763404846191,3.0,34.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,9.61747871646012e+16,1718177522.7948763,6868.0,301.0,98620.0,4.896671295166016,4.0,68.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,4.33142682251232e+16,1718177522.934083,6868.0,202.0,98620.0,5.03587794303894,5.0,101.0,101.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,-1089936384.0,1718177523.0515177,6868.0,100.0,98620.0,5.153312683105469,6.0,202.0,202.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,197824512.0,1718177523.1689053,6868.0,49.0,98620.0,5.270700216293335,7.0,404.0,404.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,-1277834748.0,1718177523.3721519,6868.0,10.0,98620.0,5.473946809768677,8.0,1717.0,1717.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,315270144.0,1718177523.5741856,6868.0,4.0,98620.0,5.675980567932129,9.0,3434.0,3434.0,h9wnfvo9,likely-sweep-308
False,False,6,ex15,5,1261080576.0,1718177523.7862134,6868.0,1.0,98620.0,5.88800835609436,10.0,6868.0,6868.0,h9wnfvo9,likely-sweep-308
False,True,6,ex15,5,6.751165191429272e+21,1718177506.125208,6868.0,79749.0,98620.0,3.726496934890747,0.0,2.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,2.2185268581460798e+21,1718177507.0213423,6868.0,45716.0,98620.0,4.622631311416626,1.0,4.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,7.379926292099947e+19,1718177507.2548044,6868.0,8338.0,98620.0,4.856093406677246,2.0,17.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,1.3620072072799865e+19,1718177507.4753063,6868.0,3582.0,98620.0,5.076595306396484,3.0,34.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,1.8244569747611013e+18,1718177507.6429994,6868.0,1311.0,98620.0,5.244288444519043,4.0,68.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,4.239966246336538e+17,1718177507.7902465,6868.0,632.0,98620.0,5.391535520553589,5.0,101.0,101.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,591774720.0,1718177507.9130542,6868.0,180.0,98620.0,5.51434326171875,6.0,202.0,202.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,1263603712.0,1718177508.0363479,6868.0,61.0,98620.0,5.63763689994812,7.0,404.0,404.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,-1277834748.0,1718177508.237251,6868.0,10.0,98620.0,5.838540077209473,8.0,1717.0,1717.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,315270144.0,1718177508.4461336,6868.0,4.0,98620.0,6.047422647476196,9.0,3434.0,3434.0,ntsrg4yz,rosy-sweep-307
False,True,6,ex15,5,1261080576.0,1718177508.6441455,6868.0,1.0,98620.0,6.245434522628784,10.0,6868.0,6868.0,ntsrg4yz,rosy-sweep-307
False,False,6,ex15,4,1.0504154435289729e+23,1718177494.059382,6869.0,1.0,98637.0,2.161646842956543,0.0,6869.0,6869.0,szlu8xq0,glad-sweep-306
False,True,6,ex15,4,1.0504154435289729e+23,1718177482.7859745,6869.0,1.0,98637.0,2.07330060005188,0.0,6869.0,6869.0,13q6tfm9,northern-sweep-305
False,False,5,ex15,7,1.125903756531671e+27,1718177473.3166804,6865.0,12964.0,98624.0,2.9071154594421387,0.0,5.0,1373.0,ujhrwsup,lemon-sweep-304
False,False,5,ex15,7,1.1321655296037582e+21,1718177473.5226126,6865.0,13.0,98624.0,3.1130475997924805,1.0,1373.0,1373.0,ujhrwsup,lemon-sweep-304
False,False,5,ex15,7,1855031265.0,1718177473.7325838,6865.0,1.0,98624.0,3.323018789291382,2.0,6865.0,6865.0,ujhrwsup,lemon-sweep-304
False,True,5,ex15,7,7.9940796924924e+27,1718177462.9693892,6865.0,34544.0,98624.0,2.781593084335327,0.0,5.0,1373.0,4fwad2r1,autumn-sweep-303
False,True,5,ex15,7,1.5073209713659504e+21,1718177463.1723242,6865.0,15.0,98624.0,2.984528064727783,1.0,1373.0,1373.0,4fwad2r1,autumn-sweep-303
False,True,5,ex15,7,1855031265.0,1718177463.377665,6865.0,1.0,98624.0,3.189868927001953,2.0,6865.0,6865.0,4fwad2r1,autumn-sweep-303
False,False,5,ex15,6,3.724130994538624e+30,1718177452.3644254,6866.0,47697.0,98615.0,3.5874574184417725,0.0,2.0,3433.0,nshtg89i,zany-sweep-302
False,False,5,ex15,6,2.6191646658741037e+22,1718177452.5631206,6866.0,4.0,98615.0,3.7861526012420654,1.0,3433.0,3433.0,nshtg89i,zany-sweep-302
False,False,5,ex15,6,-1721988032.0,1718177452.7632551,6866.0,1.0,98615.0,3.9862871170043945,2.0,6866.0,6866.0,nshtg89i,zany-sweep-302
False,True,5,ex15,6,1.0509423799599782e+31,1718177433.3472655,6866.0,80125.0,98615.0,3.7422025203704834,0.0,2.0,3433.0,pqslvq2w,atomic-sweep-301
False,True,5,ex15,6,2.6191646658741037e+22,1718177433.5493286,6866.0,4.0,98615.0,3.944265604019165,1.0,3433.0,3433.0,pqslvq2w,atomic-sweep-301
False,True,5,ex15,6,-1721988032.0,1718177433.7505202,6866.0,1.0,98615.0,4.1454572677612305,2.0,6866.0,6866.0,pqslvq2w,atomic-sweep-301
False,False,5,ex15,5,7.02465382754146e+20,1718177417.0273001,6867.0,20466.0,98620.0,2.95320200920105,0.0,3.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,1.2902005112814702e+20,1718177417.5119998,6867.0,8771.0,98620.0,3.437901735305786,1.0,7.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,7.802882851809291e+19,1718177417.9050624,6867.0,6821.0,98620.0,3.8309643268585205,2.0,9.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,1.4309422326822126e+19,1718177418.1927211,6867.0,2921.0,98620.0,4.1186230182647705,3.0,21.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,4.8723280130163814e+17,1718177418.352177,6867.0,539.0,98620.0,4.27807879447937,4.0,63.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,5.864651377599893e+16,1718177418.504843,6867.0,187.0,98620.0,4.430744886398315,5.0,109.0,109.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,1866307353.0,1718177418.6219735,6867.0,61.0,98620.0,4.54787540435791,6.0,327.0,327.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,-1513428743.0,1718177418.781659,6867.0,25.0,98620.0,4.707560777664185,7.0,763.0,763.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,1643373585.0,1718177418.9780138,6867.0,19.0,98620.0,4.903915643692017,8.0,981.0,981.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,-1333853487.0,1718177419.1713293,6867.0,7.0,98620.0,5.097231149673462,9.0,2289.0,2289.0,zd8l7cib,celestial-sweep-300
False,False,5,ex15,5,1805667961.0,1718177419.38105,6867.0,1.0,98620.0,5.306951999664307,10.0,6867.0,6867.0,zd8l7cib,celestial-sweep-300
False,True,5,ex15,5,6.014639465104335e+21,1718177395.0922987,6867.0,59886.0,98620.0,3.052856683731079,0.0,3.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,9.850199709483237e+20,1718177395.6289961,6867.0,24235.0,98620.0,3.5895540714263916,1.0,7.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,5.3934279894753306e+20,1718177396.049869,6867.0,17933.0,98620.0,4.010426998138428,2.0,9.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,6.444693389645373e+19,1718177396.3488765,6867.0,6199.0,98620.0,4.309434413909912,3.0,21.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,3.124814854021722e+18,1718177396.5235114,6867.0,1365.0,98620.0,4.484069347381592,4.0,63.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,3.4720165044685805e+17,1718177396.707488,6867.0,455.0,98620.0,4.668045997619629,5.0,109.0,109.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,-368956999.0,1718177396.855006,6867.0,77.0,98620.0,4.815563917160034,6.0,327.0,327.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,1375216801.0,1718177397.1161482,6867.0,27.0,98620.0,5.076706171035767,7.0,763.0,763.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,865404129.0,1718177397.4149575,6867.0,21.0,98620.0,5.375515460968018,8.0,981.0,981.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,-276588815.0,1718177397.6306047,6867.0,9.0,98620.0,5.59116268157959,9.0,2289.0,2289.0,8kzrm7zo,trim-sweep-299
False,True,5,ex15,5,1805667961.0,1718177397.8320608,6867.0,1.0,98620.0,5.792618751525879,10.0,6867.0,6867.0,8kzrm7zo,trim-sweep-299
False,False,5,ex15,4,2.4162789798366376e+21,1718177375.222559,6868.0,47710.0,98637.0,3.494626998901367,0.0,2.0,101.0,gcw4d7dl,pleasant-sweep-298
False,False,5,ex15,4,2.8085992699554765e+20,1718177376.0630336,6868.0,16266.0,98637.0,4.33510160446167,1.0,4.0,101.0,gcw4d7dl,pleasant-sweep-298
False,False,5,ex15,4,8.298556913660788e+18,1718177376.2780116,6868.0,2796.0,98637.0,4.550079584121704,2.0,17.0,101.0,gcw4d7dl,pleasant-sweep-298
False,False,5,ex15,4,1.0700292961282176e+18,1718177376.4919307,6868.0,1004.0,98637.0,4.763998746871948,3.0,34.0,101.0,gcw4d7dl,pleasant-sweep-298
